task,model,correction,semantic_similarity
procedural,mistral/mistral-small,backcheck,0.9756217
procedural,mistral/mistral-small,backcheck,0.9749108
procedural,mistral/mistral-small,backcheck,0.98779243
procedural,mistral/mistral-small,backcheck,0.9447858
procedural,mistral/mistral-small,backcheck,0.96540314
procedural,mistral/mistral-small,backcheck,0.92193604
procedural,mistral/mistral-small,backcheck,0.95723027
procedural,mistral/mistral-small,backcheck,0.97808325
procedural,mistral/mistral-small,backcheck,0.93079966
procedural,mistral/mistral-small,backcheck,0.9673849
procedural,mistral/mistral-small,backcheck,0.96309054
procedural,mistral/mistral-medium,backcheck,0.9917034
procedural,mistral/mistral-medium,backcheck,0.9838452
procedural,mistral/mistral-medium,backcheck,0.9809723
procedural,mistral/mistral-medium,backcheck,0.98528093
procedural,mistral/mistral-medium,backcheck,0.97847414
procedural,mistral/mistral-medium,backcheck,0.9737892
procedural,mistral/mistral-medium,backcheck,0.9850239
procedural,mistral/mistral-medium,backcheck,0.988329
procedural,mistral/mistral-medium,backcheck,0.98957956
procedural,mistral/mistral-medium,backcheck,0.9562302
procedural,mistral/mistral-medium,backcheck,0.97783065
procedural,mistral/mistral-medium,backcheck,0.94536245
procedural,mistral/mistral-medium,backcheck,0.9659855
procedural,mistral/mistral-medium,backcheck,0.94470334
procedural,mistral/mistral-medium,backcheck,0.98897827
procedural,mistral/mistral-medium,backcheck,0.95171285
procedural,mistral/mistral-medium,backcheck,0.983737
procedural,mistral/mistral-medium,backcheck,0.95207655
procedural,mistral/mistral-medium,backcheck,0.9907869
procedural,mistral/mistral-medium,backcheck,0.9701432
procedural,mistral/mistral-medium,backcheck,0.9661976
procedural,mistral/mistral-medium,backcheck,0.94806784
procedural,mistral/mistral-medium,backcheck,0.9756217
procedural,mistral/mistral-medium,backcheck,0.9749108
procedural,mistral/mistral-medium,backcheck,0.98779243
procedural,mistral/mistral-medium,backcheck,0.9447858
procedural,mistral/mistral-medium,backcheck,0.96540314
procedural,mistral/mistral-medium,backcheck,0.92193604
procedural,mistral/mistral-medium,backcheck,0.95723027
procedural,mistral/mistral-medium,backcheck,0.97808325
procedural,mistral/mistral-medium,backcheck,0.93079966
procedural,mistral/mistral-medium,backcheck,0.9673849
procedural,mistral/mistral-medium,backcheck,0.96309054
factual,openai/gpt-3.5-turbo,baseline,0.5064323
factual,openai/gpt-3.5-turbo,baseline,0.6611965
factual,openai/gpt-3.5-turbo,baseline,0.6396245
factual,openai/gpt-3.5-turbo,baseline,0.7164655
factual,openai/gpt-3.5-turbo,baseline,0.600704
factual,openai/gpt-3.5-turbo,baseline,0.48838624
factual,openai/gpt-3.5-turbo,baseline,0.6723823
factual,openai/gpt-3.5-turbo,baseline,0.5165177
factual,openai/gpt-3.5-turbo,baseline,0.6527366
factual,openai/gpt-3.5-turbo,baseline,0.61316997
factual,openai/gpt-3.5-turbo,baseline,0.6933214
factual,openai/gpt-3.5-turbo,baseline,0.41626137
factual,openai/gpt-3.5-turbo,baseline,0.6943838
factual,openai/gpt-3.5-turbo,baseline,0.7187158
factual,openai/gpt-3.5-turbo,baseline,0.6443317
factual,openai/gpt-3.5-turbo,baseline,0.62319034
factual,openai/gpt-3.5-turbo,baseline,0.56316614
factual,openai/gpt-3.5-turbo,baseline,0.63244694
factual,openai/gpt-3.5-turbo,baseline,0.5049429
factual,openai/gpt-3.5-turbo,baseline,0.6528185
factual,openai/gpt-3.5-turbo,baseline,0.54110384
factual,openai/gpt-3.5-turbo,baseline,0.60443836
factual,openai/gpt-3.5-turbo,baseline,0.57239693
factual,openai/gpt-3.5-turbo,baseline,0.5740343
factual,openai/gpt-3.5-turbo,baseline,0.5799236
factual,openai/gpt-3.5-turbo,baseline,0.63613987
factual,openai/gpt-3.5-turbo,baseline,0.5665095
factual,openai/gpt-3.5-turbo,baseline,0.6901305
factual,openai/gpt-3.5-turbo,baseline,0.5664759
factual,openai/gpt-3.5-turbo,baseline,0.6671266
factual,openai/gpt-3.5-turbo,baseline,0.6484421
factual,openai/gpt-3.5-turbo,baseline,0.7515749
factual,openai/gpt-3.5-turbo,baseline,0.661312
factual,openai/gpt-4,baseline,0.4340648
factual,openai/gpt-4,baseline,0.61887145
factual,openai/gpt-4,baseline,0.61756265
factual,openai/gpt-4,baseline,0.6609247
factual,openai/gpt-4,baseline,0.48874936
factual,openai/gpt-4,baseline,0.4438455
factual,openai/gpt-4,baseline,0.64378333
factual,openai/gpt-4,baseline,0.4970495
factual,openai/gpt-4,baseline,0.6081469
factual,openai/gpt-4,baseline,0.51325935
factual,openai/gpt-4,baseline,0.6956379
factual,openai/gpt-4,baseline,0.38214004
factual,openai/gpt-4,baseline,0.6722805
factual,openai/gpt-4,baseline,0.6955884
factual,openai/gpt-4,baseline,0.55574346
factual,openai/gpt-4,baseline,0.56694525
factual,openai/gpt-4,baseline,0.51857865
factual,openai/gpt-4,baseline,0.5816084
factual,openai/gpt-4,baseline,0.46093073
factual,openai/gpt-4,baseline,0.59788114
factual,openai/gpt-4,baseline,0.4956551
factual,openai/gpt-4,baseline,0.5801922
factual,openai/gpt-4,baseline,0.54310644
factual,openai/gpt-4,baseline,0.5194219
factual,openai/gpt-4,baseline,0.48237163
factual,openai/gpt-4,baseline,0.57411
factual,openai/gpt-4,baseline,0.51931363
factual,openai/gpt-4,baseline,0.62165296
factual,openai/gpt-4,baseline,0.51592517
factual,openai/gpt-4,baseline,0.62332344
factual,openai/gpt-4,baseline,0.620527
factual,openai/gpt-4,baseline,0.6869788
factual,openai/gpt-4,baseline,0.5782726
factual,openai/gpt-4o,baseline,0.42790905
factual,openai/gpt-4o,baseline,0.62233615
factual,openai/gpt-4o,baseline,0.6288123
factual,openai/gpt-4o,baseline,0.68374777
factual,openai/gpt-4o,baseline,0.5070336
factual,openai/gpt-4o,baseline,0.46105424
factual,openai/gpt-4o,baseline,0.66291004
factual,openai/gpt-4o,baseline,0.49453205
factual,openai/gpt-4o,baseline,0.615379
factual,openai/gpt-4o,baseline,0.5415203
factual,openai/gpt-4o,baseline,0.7030998
factual,openai/gpt-4o,baseline,0.38132086
factual,openai/gpt-4o,baseline,0.6959089
factual,openai/gpt-4o,baseline,0.7065177
factual,openai/gpt-4o,baseline,0.5801598
factual,openai/gpt-4o,baseline,0.58385295
factual,openai/gpt-4o,baseline,0.5361872
factual,openai/gpt-4o,baseline,0.5896989
factual,openai/gpt-4o,baseline,0.46548802
factual,openai/gpt-4o,baseline,0.6241284
factual,openai/gpt-4o,baseline,0.49878877
factual,openai/gpt-4o,baseline,0.58001983
factual,openai/gpt-4o,baseline,0.5526689
factual,openai/gpt-4o,baseline,0.5323771
factual,openai/gpt-4o,baseline,0.5188811
factual,openai/gpt-4o,baseline,0.58990145
factual,openai/gpt-4o,baseline,0.53639555
factual,openai/gpt-4o,baseline,0.62473434
factual,openai/gpt-4o,baseline,0.54015076
factual,openai/gpt-4o,baseline,0.6370418
factual,openai/gpt-4o,baseline,0.61902833
factual,openai/gpt-4o,baseline,0.7048036
factual,openai/gpt-4o,baseline,0.59863627
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.50292385
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.61587846
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5661001
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.65848017
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5846772
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.4675287
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.69961524
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5429807
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.6402298
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.55706346
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.6945441
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.424425
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.7047563
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.68727434
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.6693301
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.61193264
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.54800856
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.6282419
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5726522
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5657959
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.49762708
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.6330046
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.62682706
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.5281067
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.55774856
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.6791887
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.6028919
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.63339114
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.6132946
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.6311264
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.64463645
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.7349352
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,baseline,0.6321211
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.54322577
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.6359165
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.61134505
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.669093
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.61277616
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.51525414
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.7099962
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.5522896
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.64782196
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.51758254
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.68644774
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.44449562
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.69223386
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.6993885
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.6176383
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.663025
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.55140114
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.5890234
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.5723011
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.61213696
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.52352536
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.570317
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.63278204
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.50694335
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.48936403
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.63208634
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.58040816
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.69414145
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.5856767
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.66043586
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.67770886
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.7320138
factual,huggingface/tiiuae/falcon-7b-instruct,baseline,0.6648699
factual,lambda/lambda-llama2-13b,baseline,0.4925452
factual,lambda/lambda-llama2-13b,baseline,0.6226609
factual,lambda/lambda-llama2-13b,baseline,0.53249115
factual,lambda/lambda-llama2-13b,baseline,0.65406084
factual,lambda/lambda-llama2-13b,baseline,0.47044104
factual,lambda/lambda-llama2-13b,baseline,0.4293226
factual,lambda/lambda-llama2-13b,baseline,0.62066364
factual,lambda/lambda-llama2-13b,baseline,0.5090479
factual,lambda/lambda-llama2-13b,baseline,0.57516897
factual,lambda/lambda-llama2-13b,baseline,0.5332411
factual,lambda/lambda-llama2-13b,baseline,0.63673836
factual,lambda/lambda-llama2-13b,baseline,0.43277854
factual,lambda/lambda-llama2-13b,baseline,0.63370246
factual,lambda/lambda-llama2-13b,baseline,0.6371333
factual,lambda/lambda-llama2-13b,baseline,0.59978586
factual,lambda/lambda-llama2-13b,baseline,0.5376129
factual,lambda/lambda-llama2-13b,baseline,0.5069998
factual,lambda/lambda-llama2-13b,baseline,0.5108052
factual,lambda/lambda-llama2-13b,baseline,0.53872275
factual,lambda/lambda-llama2-13b,baseline,0.54197437
factual,lambda/lambda-llama2-13b,baseline,0.4769739
factual,lambda/lambda-llama2-13b,baseline,0.6262971
factual,lambda/lambda-llama2-13b,baseline,0.6149168
factual,lambda/lambda-llama2-13b,baseline,0.51456535
factual,lambda/lambda-llama2-13b,baseline,0.49985376
factual,lambda/lambda-llama2-13b,baseline,0.59194034
factual,lambda/lambda-llama2-13b,baseline,0.5762422
factual,lambda/lambda-llama2-13b,baseline,0.617708
factual,lambda/lambda-llama2-13b,baseline,0.5138407
factual,lambda/lambda-llama2-13b,baseline,0.5871629
factual,lambda/lambda-llama2-13b,baseline,0.6190609
factual,lambda/lambda-llama2-13b,baseline,0.646622
factual,lambda/lambda-llama2-13b,baseline,0.5842426
factual,groq/llama3-70b,baseline,0.47877258
factual,groq/llama3-70b,baseline,0.6609328
factual,groq/llama3-70b,baseline,0.6458893
factual,groq/llama3-70b,baseline,0.68775076
factual,groq/llama3-70b,baseline,0.5279849
factual,groq/llama3-70b,baseline,0.47723433
factual,groq/llama3-70b,baseline,0.63007987
factual,groq/llama3-70b,baseline,0.5406675
factual,groq/llama3-70b,baseline,0.63536024
factual,groq/llama3-70b,baseline,0.5666598
factual,groq/llama3-70b,baseline,0.7657039
factual,groq/llama3-70b,baseline,0.44107014
factual,groq/llama3-70b,baseline,0.6775006
factual,groq/llama3-70b,baseline,0.6736616
factual,groq/llama3-70b,baseline,0.64303815
factual,groq/llama3-70b,baseline,0.58525807
factual,groq/llama3-70b,baseline,0.5590118
factual,groq/llama3-70b,baseline,0.58002627
factual,groq/llama3-70b,baseline,0.553859
factual,groq/llama3-70b,baseline,0.6361923
factual,groq/llama3-70b,baseline,0.5111488
factual,groq/llama3-70b,baseline,0.64720005
factual,groq/llama3-70b,baseline,0.6372528
factual,groq/llama3-70b,baseline,0.5522867
factual,groq/llama3-70b,baseline,0.58738387
factual,groq/llama3-70b,baseline,0.63533604
factual,groq/llama3-70b,baseline,0.6153323
factual,groq/llama3-70b,baseline,0.632633
factual,groq/llama3-70b,baseline,0.56149226
factual,groq/llama3-70b,baseline,0.63173157
factual,groq/llama3-70b,baseline,0.645962
factual,groq/llama3-70b,baseline,0.75809234
factual,groq/llama3-70b,baseline,0.633385
factual,gemini/gemini-pro,baseline,0.53380066
factual,gemini/gemini-pro,baseline,0.645301
factual,gemini/gemini-pro,baseline,0.6486837
factual,gemini/gemini-pro,baseline,0.70076346
factual,gemini/gemini-pro,baseline,0.6599239
factual,gemini/gemini-pro,baseline,0.54371214
factual,gemini/gemini-pro,baseline,0.6875105
factual,gemini/gemini-pro,baseline,0.48615688
factual,gemini/gemini-pro,baseline,0.60518235
factual,gemini/gemini-pro,baseline,0.49897593
factual,gemini/gemini-pro,baseline,0.6729095
factual,gemini/gemini-pro,baseline,0.4293
factual,gemini/gemini-pro,baseline,0.68025076
factual,gemini/gemini-pro,baseline,0.68409073
factual,gemini/gemini-pro,baseline,0.58791995
factual,gemini/gemini-pro,baseline,0.67449594
factual,gemini/gemini-pro,baseline,0.54181725
factual,gemini/gemini-pro,baseline,0.5340333
factual,gemini/gemini-pro,baseline,0.5538032
factual,gemini/gemini-pro,baseline,0.61107904
factual,gemini/gemini-pro,baseline,0.57494205
factual,gemini/gemini-pro,baseline,0.54993796
factual,gemini/gemini-pro,baseline,0.5696708
factual,gemini/gemini-pro,baseline,0.5256099
factual,gemini/gemini-pro,baseline,0.4616031
factual,gemini/gemini-pro,baseline,0.59702826
factual,gemini/gemini-pro,baseline,0.5912473
factual,gemini/gemini-pro,baseline,0.6926789
factual,gemini/gemini-pro,baseline,0.567276
factual,gemini/gemini-pro,baseline,0.64712137
factual,gemini/gemini-pro,baseline,0.68091345
factual,gemini/gemini-pro,baseline,0.7244931
factual,gemini/gemini-pro,baseline,0.6687882
factual,mistral/mistral-small,baseline,0.48048756
factual,mistral/mistral-small,baseline,0.6421981
factual,mistral/mistral-small,baseline,0.6506505
factual,mistral/mistral-small,baseline,0.7037155
factual,mistral/mistral-small,baseline,0.5975168
factual,mistral/mistral-small,baseline,0.5355766
factual,mistral/mistral-small,baseline,0.67207366
factual,mistral/mistral-small,baseline,0.51629823
factual,mistral/mistral-small,baseline,0.6027092
factual,mistral/mistral-small,baseline,0.5358671
factual,mistral/mistral-small,baseline,0.7118691
factual,mistral/mistral-small,baseline,0.4070273
factual,mistral/mistral-small,baseline,0.7099233
factual,mistral/mistral-small,baseline,0.6700951
factual,mistral/mistral-small,baseline,0.58369195
factual,mistral/mistral-small,baseline,0.64120483
factual,mistral/mistral-small,baseline,0.5842341
factual,mistral/mistral-small,baseline,0.5701785
factual,mistral/mistral-small,baseline,0.51785797
factual,mistral/mistral-small,baseline,0.6495195
factual,mistral/mistral-small,baseline,0.56843686
factual,mistral/mistral-small,baseline,0.62486774
factual,mistral/mistral-small,baseline,0.58623874
factual,mistral/mistral-small,baseline,0.5326684
factual,mistral/mistral-small,baseline,0.48988885
factual,mistral/mistral-small,baseline,0.6205832
factual,mistral/mistral-small,baseline,0.56099397
factual,mistral/mistral-small,baseline,0.68053895
factual,mistral/mistral-small,baseline,0.5221038
factual,mistral/mistral-small,baseline,0.644045
factual,mistral/mistral-small,baseline,0.6614126
factual,mistral/mistral-small,baseline,0.7444973
factual,mistral/mistral-small,baseline,0.66392803
factual,mistral/mistral-medium,baseline,0.45711547
factual,mistral/mistral-medium,baseline,0.62762254
factual,mistral/mistral-medium,baseline,0.6344057
factual,mistral/mistral-medium,baseline,0.68416446
factual,mistral/mistral-medium,baseline,0.5818467
factual,mistral/mistral-medium,baseline,0.49385387
factual,mistral/mistral-medium,baseline,0.6756507
factual,mistral/mistral-medium,baseline,0.50997037
factual,mistral/mistral-medium,baseline,0.61262894
factual,mistral/mistral-medium,baseline,0.534871
factual,mistral/mistral-medium,baseline,0.71248436
factual,mistral/mistral-medium,baseline,0.41918573
factual,mistral/mistral-medium,baseline,0.7127173
factual,mistral/mistral-medium,baseline,0.65472615
factual,mistral/mistral-medium,baseline,0.5690576
factual,mistral/mistral-medium,baseline,0.6300652
factual,mistral/mistral-medium,baseline,0.5974076
factual,mistral/mistral-medium,baseline,0.5938226
factual,mistral/mistral-medium,baseline,0.49734467
factual,mistral/mistral-medium,baseline,0.6403315
factual,mistral/mistral-medium,baseline,0.55584097
factual,mistral/mistral-medium,baseline,0.6105503
factual,mistral/mistral-medium,baseline,0.58729637
factual,mistral/mistral-medium,baseline,0.51451325
factual,mistral/mistral-medium,baseline,0.4649166
factual,mistral/mistral-medium,baseline,0.62058914
factual,mistral/mistral-medium,baseline,0.56987697
factual,mistral/mistral-medium,baseline,0.6784281
factual,mistral/mistral-medium,baseline,0.5277166
factual,mistral/mistral-medium,baseline,0.65554136
factual,mistral/mistral-medium,baseline,0.6553817
factual,mistral/mistral-medium,baseline,0.74840283
factual,mistral/mistral-medium,baseline,0.661729
factual,openai/gpt-3.5-turbo,voting,0.5372985
factual,openai/gpt-3.5-turbo,voting,0.7101165
factual,openai/gpt-3.5-turbo,voting,0.69237477
factual,openai/gpt-3.5-turbo,voting,0.75467604
factual,openai/gpt-3.5-turbo,voting,0.61071604
factual,openai/gpt-3.5-turbo,voting,0.5697855
factual,openai/gpt-3.5-turbo,voting,0.7028661
factual,openai/gpt-3.5-turbo,voting,0.57405233
factual,openai/gpt-3.5-turbo,voting,0.6971203
factual,openai/gpt-3.5-turbo,voting,0.62585896
factual,openai/gpt-3.5-turbo,voting,0.7475248
factual,openai/gpt-3.5-turbo,voting,0.45851567
factual,openai/gpt-3.5-turbo,voting,0.76374805
factual,openai/gpt-3.5-turbo,voting,0.74698436
factual,openai/gpt-3.5-turbo,voting,0.6695871
factual,openai/gpt-3.5-turbo,voting,0.6545785
factual,openai/gpt-3.5-turbo,voting,0.59596497
factual,openai/gpt-3.5-turbo,voting,0.6811837
factual,openai/gpt-3.5-turbo,voting,0.5464404
factual,openai/gpt-3.5-turbo,voting,0.7111852
factual,openai/gpt-3.5-turbo,voting,0.58569646
factual,openai/gpt-3.5-turbo,voting,0.64633894
factual,openai/gpt-3.5-turbo,voting,0.65148175
factual,openai/gpt-3.5-turbo,voting,0.6146462
factual,openai/gpt-3.5-turbo,voting,0.60689676
factual,openai/gpt-3.5-turbo,voting,0.6754248
factual,openai/gpt-3.5-turbo,voting,0.6373141
factual,openai/gpt-3.5-turbo,voting,0.724647
factual,openai/gpt-3.5-turbo,voting,0.6033814
factual,openai/gpt-3.5-turbo,voting,0.7046852
factual,openai/gpt-3.5-turbo,voting,0.675092
factual,openai/gpt-3.5-turbo,voting,0.79512876
factual,openai/gpt-3.5-turbo,voting,0.7079016
factual,openai/gpt-4,voting,0.4742508
factual,openai/gpt-4,voting,0.6753388
factual,openai/gpt-4,voting,0.6713885
factual,openai/gpt-4,voting,0.7185626
factual,openai/gpt-4,voting,0.51399094
factual,openai/gpt-4,voting,0.52457404
factual,openai/gpt-4,voting,0.690273
factual,openai/gpt-4,voting,0.5493672
factual,openai/gpt-4,voting,0.6558075
factual,openai/gpt-4,voting,0.56213444
factual,openai/gpt-4,voting,0.7426386
factual,openai/gpt-4,voting,0.43450624
factual,openai/gpt-4,voting,0.7378327
factual,openai/gpt-4,voting,0.724777
factual,openai/gpt-4,voting,0.62634784
factual,openai/gpt-4,voting,0.60733247
factual,openai/gpt-4,voting,0.5627771
factual,openai/gpt-4,voting,0.62327754
factual,openai/gpt-4,voting,0.5133926
factual,openai/gpt-4,voting,0.6627829
factual,openai/gpt-4,voting,0.55860305
factual,openai/gpt-4,voting,0.6321553
factual,openai/gpt-4,voting,0.61765516
factual,openai/gpt-4,voting,0.5686309
factual,openai/gpt-4,voting,0.5473749
factual,openai/gpt-4,voting,0.6313555
factual,openai/gpt-4,voting,0.59846145
factual,openai/gpt-4,voting,0.68068194
factual,openai/gpt-4,voting,0.57211196
factual,openai/gpt-4,voting,0.67350554
factual,openai/gpt-4,voting,0.64407784
factual,openai/gpt-4,voting,0.74387336
factual,openai/gpt-4,voting,0.6268351
factual,openai/gpt-4o,voting,0.4708205
factual,openai/gpt-4o,voting,0.67517745
factual,openai/gpt-4o,voting,0.68279696
factual,openai/gpt-4o,voting,0.72291195
factual,openai/gpt-4o,voting,0.5225706
factual,openai/gpt-4o,voting,0.5351573
factual,openai/gpt-4o,voting,0.69509584
factual,openai/gpt-4o,voting,0.54653835
factual,openai/gpt-4o,voting,0.66357595
factual,openai/gpt-4o,voting,0.5566622
factual,openai/gpt-4o,voting,0.7472083
factual,openai/gpt-4o,voting,0.42816317
factual,openai/gpt-4o,voting,0.7447796
factual,openai/gpt-4o,voting,0.72995865
factual,openai/gpt-4o,voting,0.6244173
factual,openai/gpt-4o,voting,0.61578083
factual,openai/gpt-4o,voting,0.56844795
factual,openai/gpt-4o,voting,0.6270783
factual,openai/gpt-4o,voting,0.5150033
factual,openai/gpt-4o,voting,0.67096794
factual,openai/gpt-4o,voting,0.55976355
factual,openai/gpt-4o,voting,0.6309865
factual,openai/gpt-4o,voting,0.6185987
factual,openai/gpt-4o,voting,0.5733
factual,openai/gpt-4o,voting,0.5455664
factual,openai/gpt-4o,voting,0.6278737
factual,openai/gpt-4o,voting,0.60324186
factual,openai/gpt-4o,voting,0.66588223
factual,openai/gpt-4o,voting,0.56796813
factual,openai/gpt-4o,voting,0.6775098
factual,openai/gpt-4o,voting,0.6456355
factual,openai/gpt-4o,voting,0.75029206
factual,openai/gpt-4o,voting,0.6355195
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.3782095
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.55494785
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.46256432
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.5263477
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.36971182
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.37632942
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.6018188
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.4807124
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.5816383
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.44926903
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.64250726
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.33186394
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.62839985
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.60700643
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.56793797
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.520105
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.46403387
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.53909653
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.47377574
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.51254237
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.38102525
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.5570895
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.5511441
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.41945782
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.46101344
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.5755433
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.57595605
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.4662016
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.5431342
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.57520866
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.59729975
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.642992
factual,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.5286106
factual,huggingface/tiiuae/falcon-7b-instruct,voting,0.5721711
factual,huggingface/tiiuae/falcon-7b-instruct,voting,0.678851
factual,huggingface/tiiuae/falcon-7b-instruct,voting,0.64858365
factual,huggingface/tiiuae/falcon-7b-instruct,voting,0.7053145
factual,huggingface/tiiuae/falcon-7b-instruct,voting,0.60694635
factual,huggingface/tiiuae/falcon-7b-instruct,voting,0.5645062
factual,huggingface/tiiuae/falcon-7b-instruct,voting,0.733335
factual,huggingface/tiiuae/falcon-7b-instruct,voting,0.57696867
factual,huggingface/tiiuae/falcon-7b-instruct,voting,0.6783477
factual,huggingface/tiiuae/falcon-7b-instruct,voting,0.57129973
factual,huggingface/tiiuae/falcon-7b-instruct,voting,0.72235477
factual,huggingface/tiiuae/falcon-7b-instruct,voting,0.47986144
factual,huggingface/tiiuae/falcon-7b-instruct,voting,0.74441147
